Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Test Case Name,Severity,Priority
2025-01-31,Global Nav,TC_003,C&I,Pass,D1889,Issue with environment in M&R,UI Element Issue,Open,Test Case 4,Medium,P1
2025-02-01,Global Nav,TC_003,C&I,Pass,D4204,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 41,Critical,P1
2025-02-02,Global Nav,TC_003,C&I,Fail,D_1990,Requirement Gap detected in C&I module.,Manual,In Progress,Test Case 99,Medium,P1
2025-02-03,Global Nav,TC_003,C&I,Pass,D8415,Issue with data issue in M&R,Environment,Closed,Test Case 13,Critical,P3
2025-02-04,Global Nav,TC_003,C&I,Fail,D_1214,Requirement Gap detected in C&I module.,Automation,In Progress,Test Case 60,High,P1
2025-02-05,Global Nav,TC_003,C&I,Pass,D6532,Issue with ui element issue in C&I,Environment,Closed,Test Case 36,Medium,P3
2025-02-06,Global Nav,TC_003,C&I,Pass,D9093,Issue with environment in M&R,Data Issue,Open,Test Case 2,High,P1
2025-02-07,Global Nav,TC_003,C&I,Pass,D4279,Issue with environment in C&I,UI Element Issue,Open,Test Case 74,Critical,P2
2025-02-08,Global Nav,TC_003,C&I,Pass,D3481,Issue with ui element issue in C&I,Data Issue,Open,Test Case 83,High,P4
2025-02-09,Global Nav,TC_003,C&I,Fail,D_1174,Requirement Gap detected in C&I module.,Automation,In Progress,Test Case 42,Critical,P3
2025-02-10,Global Nav,TC_003,C&I,Fail,D_1150,Requirement Gap detected in C&I module.,Manual,In Progress,Test Case 51,High,P1
2025-02-11,Global Nav,TC_003,C&I,Pass,D8392,Issue with environment in E&I,UI Element Issue,Closed,Test Case 2,High,P4
2025-02-12,Global Nav,TC_003,C&I,Fail,D_1824,Requirement Gap detected in C&I module.,Automation,In Progress,Test Case 98,Medium,P2
2025-02-13,Global Nav,TC_003,C&I,Pass,D3460,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 46,Medium,P3
2025-02-14,Global Nav,TC_003,C&I,Pass,D6323,Issue with environment in C&I,UI Element Issue,Closed,Test Case 83,High,P2
2025-02-15,Global Nav,TC_003,C&I,Pass,D5537,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 80,Medium,P3
2025-02-16,Global Nav,TC_003,C&I,Pass,D7558,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 94,High,P4
2025-02-17,Global Nav,TC_003,C&I,Fail,D_1334,Test Data Issue detected in C&I module.,Manual,Deferred,Test Case 13,Critical,P1
2025-02-18,Global Nav,TC_003,C&I,Fail,D_1347,Code Issue detected in C&I module.,Automation,Open,Test Case 104,High,P4
2025-02-19,Global Nav,TC_003,C&I,Pass,D3066,Issue with ui element issue in E&I,Data Issue,Open,Test Case 48,Critical,P1
2025-02-20,Global Nav,TC_003,C&I,Pass,D1373,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 85,Medium,P3
2025-02-21,Global Nav,TC_003,C&I,Pass,D1373,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 17,Critical,P2
2025-02-22,Global Nav,TC_003,C&I,Fail,D_1181,Code Issue detected in C&I module.,Automation,Open,Test Case 89,Critical,P2
2025-02-23,Global Nav,TC_003,C&I,Pass,D9715,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 100,Medium,P4
2025-02-24,Global Nav,TC_003,C&I,Pass,D9082,Issue with ui element issue in C&I,Environment,Closed,Test Case 52,Medium,P2
2025-02-25,Global Nav,TC_003,C&I,Pass,D3858,Issue with ui element issue in C&I,Environment,In Progress,Test Case 117,Critical,P3
2025-02-26,Global Nav,TC_003,C&I,Pass,D9093,Issue with ui element issue in M&R,Data Issue,Open,Test Case 9,Critical,P2
2025-02-27,Global Nav,TC_003,C&I,Pass,D9093,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 78,Critical,P2
2025-02-28,Global Nav,TC_003,C&I,Pass,D6606,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 37,Medium,P3
2025-03-01,Global Nav,TC_003,C&I,Pass,D5537,Issue with ui element issue in M&R,Data Issue,Open,Test Case 89,Medium,P2
2025-03-02,Global Nav,TC_003,C&I,Pass,D8415,Issue with data issue in E&I,UI Element Issue,Closed,Test Case 103,High,P3
2025-03-03,Global Nav,TC_003,C&I,Fail,D_1264,Automation Script Issue detected in C&I module.,Manual,Closed,Test Case 120,High,P3
2025-03-04,Global Nav,TC_003,C&I,Pass,D3481,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 33,High,P2
2025-03-05,Global Nav,TC_003,C&I,Fail,D_1299,Automation Script Issue detected in C&I module.,Manual,Deferred,Test Case 53,Medium,P2
2024-12-15,Global Nav,TC_004,E&I,Fail,D_1168,Test Data Issue detected in E&I module.,Manual,In Progress,Test Case 39,High,P3
2024-12-16,Global Nav,TC_004,E&I,Pass,D1621,Issue with data issue in M&R,Data Issue,Open,Test Case 66,Medium,P2
2024-12-17,Global Nav,TC_004,E&I,Pass,D9715,Issue with environment in M&R,Data Issue,Closed,Test Case 15,Critical,P1
2024-12-18,Global Nav,TC_004,E&I,Fail,D_1717,Requirement Gap detected in E&I module.,Manual,Closed,Test Case 43,Critical,P3
2024-12-19,Global Nav,TC_004,E&I,Pass,D4204,Issue with data issue in E&I,UI Element Issue,Closed,Test Case 79,High,P2
2024-12-20,Global Nav,TC_004,E&I,Fail,D_1681,Requirement Gap detected in E&I module.,Automation,In Progress,Test Case 45,Medium,P1
2024-12-21,Global Nav,TC_004,E&I,Pass,D3213,Issue with ui element issue in C&I,Environment,Closed,Test Case 109,Critical,P1
2024-12-22,Global Nav,TC_004,E&I,Pass,D9758,Issue with data issue in E&I,UI Element Issue,Open,Test Case 12,Critical,P2
2024-12-23,Global Nav,TC_004,E&I,Pass,D6323,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 37,Medium,P2
2024-12-24,Global Nav,TC_004,E&I,Fail,D_1910,Environment Issue detected in E&I module.,Manual,In Progress,Test Case 35,Critical,P1
2024-12-25,Global Nav,TC_004,E&I,Fail,D_1815,Requirement Gap detected in E&I module.,Manual,In Progress,Test Case 42,Critical,P4
2024-12-26,Global Nav,TC_004,E&I,Pass,D6606,Issue with ui element issue in M&R,Data Issue,Open,Test Case 64,Medium,P3
2024-12-27,Global Nav,TC_004,E&I,Pass,D7558,Issue with environment in E&I,UI Element Issue,Open,Test Case 51,Medium,P1
2024-12-28,Global Nav,TC_004,E&I,Fail,D_1622,Test Data Issue detected in E&I module.,Manual,In Progress,Test Case 61,High,P2
2024-12-29,Global Nav,TC_004,E&I,Pass,D9093,Issue with ui element issue in E&I,Data Issue,Open,Test Case 14,Medium,P2
2024-12-30,Global Nav,TC_004,E&I,Pass,D3009,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 69,High,P3
2024-12-31,Global Nav,TC_004,E&I,Pass,D8400,Issue with ui element issue in C&I,Environment,Open,Test Case 18,Critical,P1
2025-01-01,Global Nav,TC_004,E&I,Pass,D7669,Issue with ui element issue in C&I,Environment,In Progress,Test Case 38,High,P1
2025-01-02,Global Nav,TC_004,E&I,Pass,D7689,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 59,Critical,P4
2025-01-03,Global Nav,TC_004,E&I,Pass,D9376,Issue with environment in C&I,UI Element Issue,Closed,Test Case 68,High,P3
2025-01-04,Global Nav,TC_004,E&I,Pass,D7558,Issue with data issue in E&I,Environment,Closed,Test Case 12,Critical,P4
2025-01-05,Global Nav,TC_004,E&I,Pass,D3858,Issue with environment in M&R,UI Element Issue,Open,Test Case 54,Medium,P1
2025-01-06,Global Nav,TC_004,E&I,Pass,D3460,Issue with ui element issue in C&I,Environment,Open,Test Case 18,Medium,P1
2025-01-07,Global Nav,TC_004,E&I,Pass,D8278,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 100,High,P2
2025-01-08,Global Nav,TC_004,E&I,Fail,D_1716,Code Issue detected in E&I module.,Automation,In Progress,Test Case 50,High,P1
2025-01-09,Global Nav,TC_004,E&I,Pass,D9082,Issue with data issue in E&I,UI Element Issue,Open,Test Case 110,High,P4
2025-01-10,Global Nav,TC_004,E&I,Fail,D_1946,Environment Issue detected in E&I module.,Automation,Open,Test Case 33,Critical,P1
2025-01-11,Global Nav,TC_004,E&I,Pass,D8415,Issue with data issue in C&I,Data Issue,Open,Test Case 116,Critical,P2
2025-01-12,Global Nav,TC_004,E&I,Fail,D_1366,Automation Script Issue detected in E&I module.,Automation,In Progress,Test Case 70,Medium,P3
2025-01-13,Global Nav,TC_004,E&I,Pass,D9422,Issue with data issue in E&I,Data Issue,Open,Test Case 32,Medium,P3
2025-01-14,Global Nav,TC_004,E&I,Fail,D_1701,Environment Issue detected in E&I module.,Automation,Open,Test Case 39,Critical,P4
2025-01-15,Global Nav,TC_004,E&I,Pass,D8812,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 39,Critical,P1
2025-01-16,Global Nav,TC_004,E&I,Pass,D4727,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 14,Medium,P1
2025-01-17,Global Nav,TC_004,E&I,Pass,D1972,Issue with environment in M&R,Environment,In Progress,Test Case 84,Medium,P2
2025-01-18,Global Nav,TC_004,E&I,Pass,D9082,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 83,High,P1
2025-01-19,Global Nav,TC_004,E&I,Pass,D3460,Issue with environment in E&I,Environment,In Progress,Test Case 94,High,P4
2025-01-20,Global Nav,TC_004,E&I,Fail,D_1551,Requirement Gap detected in E&I module.,Automation,Deferred,Test Case 33,Medium,P4
2025-01-21,Global Nav,TC_004,E&I,Pass,D1889,Issue with environment in M&R,Environment,Closed,Test Case 4,Critical,P1
2025-01-22,Global Nav,TC_004,E&I,Pass,D7689,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 9,Critical,P3
2025-01-23,Global Nav,TC_004,E&I,Pass,D3009,Issue with data issue in C&I,UI Element Issue,Open,Test Case 75,Medium,P2
2025-01-24,Global Nav,TC_004,E&I,Fail,D_1317,Requirement Gap detected in E&I module.,Automation,Deferred,Test Case 71,Critical,P4
2025-01-25,Global Nav,TC_004,E&I,Pass,D8281,Issue with data issue in E&I,Environment,In Progress,Test Case 8,Critical,P3
2025-01-26,Global Nav,TC_004,E&I,Pass,D3009,Issue with ui element issue in M&R,Data Issue,Open,Test Case 87,Medium,P2
2025-01-27,Global Nav,TC_004,E&I,Pass,D4279,Issue with environment in M&R,UI Element Issue,Open,Test Case 35,High,P3
2025-01-28,Global Nav,TC_004,E&I,Pass,D9422,Issue with data issue in E&I,Data Issue,Open,Test Case 10,Critical,P3
2025-01-29,Global Nav,TC_004,E&I,Fail,D_1195,Automation Script Issue detected in E&I module.,Manual,In Progress,Test Case 23,Critical,P2
2025-01-30,Global Nav,TC_004,E&I,Pass,D4727,Issue with ui element issue in E&I,Environment,Closed,Test Case 23,Medium,P4
2025-01-31,Global Nav,TC_004,E&I,Pass,D3009,Issue with data issue in M&R,Environment,Open,Test Case 100,Medium,P3
2025-02-01,Global Nav,TC_004,E&I,Fail,D_1550,Automation Script Issue detected in E&I module.,Manual,Open,Test Case 114,Critical,P2
2025-02-02,Global Nav,TC_004,E&I,Pass,D6619,Issue with data issue in M&R,Environment,Closed,Test Case 103,High,P2
2025-02-03,Global Nav,TC_004,E&I,Pass,D8415,Issue with environment in E&I,UI Element Issue,Closed,Test Case 67,Critical,P2
2025-02-04,Global Nav,TC_004,E&I,Pass,D9376,Issue with data issue in M&R,Environment,In Progress,Test Case 59,High,P1
2025-02-05,Global Nav,TC_004,E&I,Pass,D7558,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 88,High,P2
2025-02-06,Global Nav,TC_004,E&I,Pass,D3685,Issue with environment in E&I,Environment,Open,Test Case 31,Critical,P1
2025-02-07,Global Nav,TC_004,E&I,Fail,D_1704,Automation Script Issue detected in E&I module.,Manual,Deferred,Test Case 50,Medium,P2
2025-02-08,Global Nav,TC_004,E&I,Fail,D_1597,Requirement Gap detected in E&I module.,Manual,In Progress,Test Case 111,Critical,P4
2025-02-09,Global Nav,TC_004,E&I,Pass,D6606,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 98,Medium,P2
2025-02-10,Global Nav,TC_004,E&I,Pass,D3066,Issue with environment in M&R,Data Issue,In Progress,Test Case 10,High,P2
2025-02-11,Global Nav,TC_004,E&I,Fail,D_1732,Test Data Issue detected in E&I module.,Manual,Closed,Test Case 71,Medium,P3
2025-02-12,Global Nav,TC_004,E&I,Pass,D6606,Issue with environment in M&R,UI Element Issue,In Progress,Test Case 81,Critical,P3
2025-02-13,Global Nav,TC_004,E&I,Pass,D3460,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 108,Critical,P3
2025-02-14,Global Nav,TC_004,E&I,Pass,D4204,Issue with data issue in M&R,UI Element Issue,Open,Test Case 18,Medium,P1
2025-02-15,Global Nav,TC_004,E&I,Pass,D5537,Issue with data issue in C&I,Data Issue,Open,Test Case 116,Medium,P1
2025-02-16,Global Nav,TC_004,E&I,Fail,D_1224,Test Data Issue detected in E&I module.,Automation,Open,Test Case 30,Medium,P4
2025-02-17,Global Nav,TC_004,E&I,Pass,D3685,Issue with environment in C&I,UI Element Issue,Open,Test Case 100,Medium,P4
2025-02-18,Global Nav,TC_004,E&I,Fail,D_1290,Requirement Gap detected in E&I module.,Manual,Open,Test Case 41,Critical,P1
2025-02-19,Global Nav,TC_004,E&I,Pass,D7558,Issue with ui element issue in C&I,Environment,Open,Test Case 98,High,P3
2025-02-20,Global Nav,TC_004,E&I,Fail,D_1535,Test Data Issue detected in E&I module.,Automation,Closed,Test Case 9,Critical,P1
2025-02-21,Global Nav,TC_004,E&I,Pass,D3460,Issue with data issue in M&R,Data Issue,Open,Test Case 106,Critical,P2
2025-02-22,Global Nav,TC_004,E&I,Fail,D_1775,Test Data Issue detected in E&I module.,Manual,Deferred,Test Case 52,Medium,P4
2025-02-23,Global Nav,TC_004,E&I,Fail,D_1290,Automation Script Issue detected in E&I module.,Automation,Deferred,Test Case 94,Medium,P4
2025-02-24,Global Nav,TC_004,E&I,Pass,D4727,Issue with ui element issue in C&I,Environment,Closed,Test Case 30,Critical,P3
2025-02-25,Global Nav,TC_004,E&I,Pass,D7689,Issue with environment in E&I,UI Element Issue,In Progress,Test Case 90,Medium,P3
2025-02-26,Global Nav,TC_004,E&I,Fail,D_1177,Environment Issue detected in E&I module.,Automation,In Progress,Test Case 100,Medium,P3
2025-02-27,Global Nav,TC_004,E&I,Pass,D5537,Issue with ui element issue in M&R,Environment,In Progress,Test Case 33,Critical,P4
2025-02-28,Global Nav,TC_004,E&I,Pass,D8392,Issue with data issue in C&I,Environment,Closed,Test Case 11,Critical,P4
2025-03-01,Global Nav,TC_004,E&I,Pass,D9758,Issue with data issue in E&I,Data Issue,Closed,Test Case 15,High,P3
2025-03-02,Global Nav,TC_004,E&I,Pass,D8789,Issue with environment in E&I,Environment,Open,Test Case 67,High,P2
2025-03-03,Global Nav,TC_004,E&I,Pass,D7689,Issue with data issue in C&I,Data Issue,Closed,Test Case 23,High,P2
2025-03-04,Global Nav,TC_004,E&I,Fail,D_1036,Code Issue detected in E&I module.,Manual,Deferred,Test Case 30,High,P1
2025-03-05,Global Nav,TC_004,E&I,Pass,D4204,Issue with environment in E&I,Environment,In Progress,Test Case 104,Medium,P2
2024-12-15,Global Nav,TC_005,E&I,Pass,D6606,Issue with environment in C&I,Data Issue,Open,Test Case 101,High,P4
2024-12-16,Global Nav,TC_005,E&I,Pass,D5537,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 21,Medium,P2
2024-12-17,Global Nav,TC_005,E&I,Pass,D3685,Issue with ui element issue in C&I,Environment,Open,Test Case 79,Critical,P3
2024-12-18,Global Nav,TC_005,E&I,Pass,D3009,Issue with ui element issue in M&R,Environment,Open,Test Case 58,High,P2
2024-12-19,Global Nav,TC_005,E&I,Pass,D3460,Issue with data issue in M&R,UI Element Issue,Open,Test Case 76,Medium,P1
2024-12-20,Global Nav,TC_005,E&I,Pass,D1524,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 42,Medium,P3
2024-12-21,Global Nav,TC_005,E&I,Fail,D_1706,Environment Issue detected in E&I module.,Automation,Deferred,Test Case 24,Medium,P2
2024-12-22,Global Nav,TC_005,E&I,Fail,D_1780,Environment Issue detected in E&I module.,Automation,Closed,Test Case 113,High,P3
2024-12-23,Global Nav,TC_005,E&I,Pass,D3009,Issue with ui element issue in E&I,Environment,Closed,Test Case 109,Medium,P2
2024-12-24,Global Nav,TC_005,E&I,Pass,D1621,Issue with environment in E&I,Environment,Open,Test Case 105,Medium,P1
2024-12-25,Global Nav,TC_005,E&I,Pass,D3685,Issue with environment in C&I,UI Element Issue,Open,Test Case 99,Medium,P4
2024-12-26,Global Nav,TC_005,E&I,Fail,D_1454,Requirement Gap detected in E&I module.,Automation,Open,Test Case 14,High,P2
2024-12-27,Global Nav,TC_005,E&I,Pass,D8281,Issue with environment in C&I,Environment,In Progress,Test Case 72,Critical,P2
2024-12-28,Global Nav,TC_005,E&I,Pass,D9185,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 31,High,P3
2024-12-29,Global Nav,TC_005,E&I,Fail,D_1076,Test Data Issue detected in E&I module.,Automation,Deferred,Test Case 93,Medium,P4
2024-12-30,Global Nav,TC_005,E&I,Pass,D9715,Issue with environment in M&R,Data Issue,Open,Test Case 112,Critical,P1
2024-12-31,Global Nav,TC_005,E&I,Fail,D_1109,Test Data Issue detected in E&I module.,Manual,Closed,Test Case 88,Medium,P3
2025-01-01,Global Nav,TC_005,E&I,Pass,D9082,Issue with environment in E&I,Data Issue,In Progress,Test Case 89,Critical,P3
2025-01-02,Global Nav,TC_005,E&I,Fail,D_1186,Automation Script Issue detected in E&I module.,Automation,Closed,Test Case 48,High,P1
2025-01-03,Global Nav,TC_005,E&I,Fail,D_1246,Environment Issue detected in E&I module.,Automation,In Progress,Test Case 94,Medium,P2
2025-01-04,Global Nav,TC_005,E&I,Pass,D3545,Issue with environment in M&R,Data Issue,Closed,Test Case 69,Critical,P4
2025-01-05,Global Nav,TC_005,E&I,Pass,D3009,Issue with environment in M&R,UI Element Issue,Closed,Test Case 10,Medium,P3
2025-01-06,Global Nav,TC_005,E&I,Pass,D3545,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 61,Medium,P2
2025-01-07,Global Nav,TC_005,E&I,Fail,D_1751,Code Issue detected in E&I module.,Manual,In Progress,Test Case 47,High,P2
2025-01-08,Global Nav,TC_005,E&I,Pass,D3009,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 99,High,P1
2025-01-09,Global Nav,TC_005,E&I,Pass,D6619,Issue with environment in C&I,UI Element Issue,Open,Test Case 15,Medium,P3
2025-01-10,Global Nav,TC_005,E&I,Pass,D8789,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 13,Medium,P2
2025-01-11,Global Nav,TC_005,E&I,Pass,D8278,Issue with environment in C&I,Data Issue,In Progress,Test Case 92,Critical,P3
2025-01-12,Global Nav,TC_005,E&I,Pass,D7689,Issue with data issue in E&I,Environment,In Progress,Test Case 16,High,P4
2025-01-13,Global Nav,TC_005,E&I,Pass,D3545,Issue with data issue in E&I,Data Issue,Closed,Test Case 54,High,P1
2025-01-14,Global Nav,TC_005,E&I,Fail,D_1514,Code Issue detected in E&I module.,Manual,Closed,Test Case 65,High,P4
2025-01-15,Global Nav,TC_005,E&I,Pass,D6606,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 86,High,P3
2025-01-16,Global Nav,TC_005,E&I,Pass,D5257,Issue with environment in C&I,Data Issue,In Progress,Test Case 50,Medium,P2
2025-01-17,Global Nav,TC_005,E&I,Pass,D5537,Issue with data issue in E&I,Environment,Closed,Test Case 44,Medium,P2
2025-01-18,Global Nav,TC_005,E&I,Pass,D1373,Issue with ui element issue in M&R,Environment,In Progress,Test Case 3,High,P3
2025-01-19,Global Nav,TC_005,E&I,Pass,D1373,Issue with environment in M&R,UI Element Issue,Closed,Test Case 109,Critical,P4
2025-01-20,Global Nav,TC_005,E&I,Fail,D_1229,Requirement Gap detected in E&I module.,Automation,Closed,Test Case 106,High,P1
2025-01-21,Global Nav,TC_005,E&I,Pass,D3009,Issue with data issue in M&R,Data Issue,Closed,Test Case 19,High,P4
2025-01-22,Global Nav,TC_005,E&I,Fail,D_1561,Requirement Gap detected in E&I module.,Automation,Open,Test Case 110,Medium,P4
2025-01-23,Global Nav,TC_005,E&I,Pass,D5537,Issue with environment in E&I,UI Element Issue,Open,Test Case 19,Medium,P1
2025-01-24,Global Nav,TC_005,E&I,Fail,D_1385,Code Issue detected in E&I module.,Manual,Closed,Test Case 78,Critical,P1
2025-01-25,Global Nav,TC_005,E&I,Fail,D_1512,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 14,Medium,P4
2025-01-26,Global Nav,TC_005,E&I,Pass,D6323,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 6,High,P2
2025-01-27,Global Nav,TC_005,E&I,Pass,D6619,Issue with data issue in M&R,Environment,In Progress,Test Case 76,Medium,P2
2025-01-28,Global Nav,TC_005,E&I,Pass,D3481,Issue with environment in E&I,Data Issue,Closed,Test Case 106,High,P4
